z_why,c_id,c_h,c_r_,c_r,lesson_topic,c_revision,z_what,e,_split
hint_mistake,2856156_34,"[{'id': 34, 'text': 'Now we need to find the total number of right angles.', 'time': '11:09', 'user': 'tutor'}
 {'id': 35, 'text': 'ok', 'time': '11:19', 'user': 'student'}
 {'id': 36, 'text': 'What is the sum of 2+0+1+1?', 'time': '11:41', 'user': 'tutor'}
 {'id': 37, 'text': '3', 'time': '11:54', 'user': 'student'}]","[{'is_revised': True, 'text': 'Are you sure? Can you double-check your addition?', 'user': 'tutor'}]","[{'id': 38, 'text': 'That is a good try.', 'time': '12:04', 'user': 'tutor'}
 {'id': 39, 'text': 'You have earned 1 point for your effort.', 'time': '12:17', 'user': 'tutor'}
 {'id': 40, 'text': 'The Sum of 2+0+1+1 is equal to 4.', 'time': '12:38', 'user': 'tutor'}
 {'id': 41, 'text': 'There are 4 right angles in the word ""TALL.""', 'time': '13:17', 'user': 'tutor'}
 {'id': 42, 'text': 'Do you have any questions so far?', 'time': '13:26', 'user': 'tutor'}]",4.5A.Geometric Lines,"[{'is_revised': True, 'text': 'Are you sure? Can you double-check your addition?', 'user': 'tutor'}
 {'is_revised': True, 'text': ""oh it's 4. But I thought this problem was about angles"", 'user': 'student'}
 {'is_revised': True, 'text': ""Yes but if we look at the angles there's 2 in the T, 0 in the A, 1 in the L, and 1 in the L. So 2+0+1+1"", 'user': 'tutor'}]",ask_question,careless,train
hint_mistake,4106180_65,"[{'id': 65, 'text': '210', 'time': '29:00', 'user': 'student'}
 {'id': 66, 'text': 'thats the answer', 'time': '29:10', 'user': 'student'}
 {'id': 67, 'text': 'Is that your final answer?', 'time': '29:22', 'user': 'tutor'}
 {'id': 68, 'text': 'yes sir', 'time': '29:32', 'user': 'student'}]","[{'is_revised': True, 'text': ""Let's look at another example. A number that has 5 in the hundreds place and a 2 in the tens place could be 526."", 'user': 'tutor'}
 {'is_revised': True, 'text': 'Do you want to change anything about your answer?', 'user': 'tutor'}]","[{'id': 69, 'text': 'Great effort!', 'time': '29:47', 'user': 'tutor'}
 {'id': 70, 'text': 'But, your answer has some mistakes.', 'time': '30:03', 'user': 'tutor'}
 {'id': 71, 'text': 'Not to worry.', 'time': '30:16', 'user': 'tutor'}
 {'id': 72, 'text': 'Let me help you.', 'time': '30:20', 'user': 'tutor'}
 {'id': 73, 'text': 'First, multiply 10 * 10.', 'time': '30:39', 'user': 'tutor'}
 {'id': 74, 'text': 'The value of 10 * 10 = 100.', 'time': '30:50', 'user': 'tutor'}]",5.2A.Place Value,"[{'is_revised': True, 'text': ""Let's look at another example. A number that has 5 in the hundreds place and a 2 in the tens place could be 526."", 'user': 'tutor'}
 {'is_revised': True, 'text': 'Do you want to change anything about your answer?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'oh I switched hundreds and tens', 'user': 'student'}
 {'is_revised': True, 'text': 'yes, a minor mistake! Great work overall', 'user': 'tutor'}]",provide_example,right-idea,train
hint_mistake,3978685_37,"[{'id': 37, 'text': 'The width of the line is 4 inches.', 'time': '22:33', 'user': 'tutor'}
 {'id': 38, 'text': '', 'time': '22:58', 'user': 'student'}
 {'id': 39, 'text': 'How many equal pieces is the brick split into?', 'time': '23:38', 'user': 'tutor'}
 {'id': 40, 'text': '4', 'time': '23:53', 'user': 'student'}]","[{'is_revised': True, 'text': 'Ah, not quite. We want to focus on how many pieces the brick is cut into, not how long a side of the brick is', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Take another look at the brick. How many sections is it divided into?', 'user': 'tutor'}]","[{'id': 41, 'text': 'It was a good try.', 'time': '24:05', 'user': 'tutor'}
 {'id': 42, 'text': 'Plus 1 point for your active participation.', 'time': '24:15', 'user': 'tutor'}
 {'id': 43, 'text': 'The bricks is split into 2 parts.', 'time': '24:59', 'user': 'tutor'}
 {'id': 44, 'text': 'Since there are two equal pieces of brick and one of the two pieces is painted yellow, we can say that half of the brick is painted yellow.', 'time': '26:26', 'user': 'tutor'}]",3.1G.Shapes and Area,"[{'is_revised': True, 'text': 'Ah, not quite. We want to focus on how many pieces the brick is cut into, not how long a side of the brick is', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Take another look at the brick. How many sections is it divided into?', 'user': 'tutor'}
 {'is_revised': True, 'text': '2?', 'user': 'student'}
 {'is_revised': True, 'text': ""That's right!"", 'user': 'tutor'}]",provide_correction,careless,train
understand_topic,6136439_9,"[{'id': 9, 'text': 'there is two', 'time': '04:05', 'user': 'student'}
 {'id': 10, 'text': 'i know all of the answers', 'time': '04:20', 'user': 'student'}
 {'id': 11, 'text': 'Is this your final answer?', 'time': '04:42', 'user': 'tutor'}
 {'id': 12, 'text': 'yes', 'time': '05:10', 'user': 'student'}]","[{'is_revised': True, 'text': ""Let's try another multiplication problem. What is 23 times 2?"", 'user': 'tutor'}]","[{'id': 13, 'text': 'Incorrect answer [STUDENT], but good try.', 'time': '05:44', 'user': 'tutor'}]",4.4D.Multiplying Multi-Digit by One-Digit Numbers,"[{'is_revised': True, 'text': ""Let's try another multiplication problem. What is 23 times 2?"", 'user': 'tutor'}
 {'is_revised': True, 'text': '46?', 'user': 'student'}
 {'is_revised': True, 'text': 'Correct! Good job', 'user': 'tutor'}]",provide_similar_problem,diagnose,train
hint_mistake,2928616_65,"[{'id': 65, 'text': 'Finally, we need to add the areas of both rectangles.', 'time': '32:04', 'user': 'tutor'}
 {'id': 66, 'text': 'Go ahead and try to find the answer.', 'time': '32:49', 'user': 'tutor'}
 {'id': 67, 'text': 'What is the value of 36+42?', 'time': '33:30', 'user': 'tutor'}
 {'id': 68, 'text': '1,512', 'time': '33:51', 'user': 'student'}]","[{'is_revised': True, 'text': 'Ah, not quite. + means addition, you multiplied them instead. For example, 2 + 3 = 5. Could you give 36 + 42 another try?', 'user': 'tutor'}]","[{'id': 69, 'text': 'That was a very good try.', 'time': '34:02', 'user': 'tutor'}
 {'id': 70, 'text': 'Plus 1 point for your try.', 'time': '34:11', 'user': 'tutor'}]",6.8D.Areas by Decomposition,"[{'is_revised': True, 'text': 'Ah, not quite. + means addition, you multiplied them instead. For example, 2 + 3 = 5. Could you give 36 + 42 another try?', 'user': 'tutor'}
 {'is_revised': True, 'text': ""Oops. It's 78"", 'user': 'student'}
 {'is_revised': True, 'text': 'Well done!', 'user': 'tutor'}]",provide_example,careless,train
correct_mistake,2928067_33,"[{'id': 33, 'text': 'Yes correct .', 'time': '29:22', 'user': 'tutor'}
 {'id': 34, 'text': 'The other end of the crayon is at 4, which means the other end of the crayon      is at 4 centimeters.', 'time': '29:41', 'user': 'tutor'}
 {'id': 35, 'text': 'What is the value of                 4 centimeters  - 0 centimeters ?', 'time': '30:40', 'user': 'tutor'}
 {'id': 36, 'text': '40', 'time': '31:24', 'user': 'student'}]","[{'is_revised': True, 'text': ""Remember 0 cm represents no distance so if you have a length of 4 cm and take away 0 from it, what's left?"", 'user': 'tutor'}]","[{'id': 37, 'text': 'That was a good try. Please recheck your work', 'time': '32:09', 'user': 'tutor'}]",2.9A.Measuring Length,"[{'is_revised': True, 'text': ""Remember 0 cm represents no distance so if you have a length of 4 cm and take away 0 from it, what's left?"", 'user': 'tutor'}
 {'is_revised': True, 'text': 'oh. 4', 'user': 'student'}
 {'is_revised': True, 'text': 'Yes, anything added or subtracted with zero is just the original number', 'user': 'tutor'}]",explain_concept,guess,train
understand_topic,2949400_25,"[{'id': 25, 'text': 'In our previous session, we were working on ""Place Value"", we can continue working together on this lesson to help you master the topic!', 'time': '09:52', 'user': 'tutor'}
 {'id': 26, 'text': 'Okay!', 'time': '10:11', 'user': 'student'}
 {'id': 27, 'text': 'What is place value?', 'time': '10:27', 'user': 'tutor'}
 {'id': 28, 'text': 'The regard that something is held to', 'time': '10:52', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! What would place value mean in the number 3,271?', 'user': 'tutor'}]","[{'id': 29, 'text': ""That's a good try."", 'time': '11:02', 'user': 'tutor'}
 {'id': 30, 'text': 'Let me explain it to you.', 'time': '11:07', 'user': 'tutor'}
 {'id': 31, 'text': 'Place value is the value of each digit in a number.', 'time': '11:14', 'user': 'tutor'}
 {'id': 32, 'text': 'Here comes our first question.', 'time': '11:22', 'user': 'tutor'}
 {'id': 33, 'text': 'Here we have to find the value of 7 in the give number.', 'time': '11:36', 'user': 'tutor'}
 {'id': 34, 'text': 'Please have a look at the whiteboard.', 'time': '11:47', 'user': 'tutor'}]",5.2A.Place Value (Review) - 1,"[{'is_revised': True, 'text': 'Great try! What would place value mean in the number 3,271?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Where each digit is?', 'user': 'student'}
 {'is_revised': True, 'text': 'Yes!', 'user': 'tutor'}]",provide_similar_problem,guess,train
understand_topic,2850057_13,"[{'id': 13, 'text': 'In this question, we have to find the two in 2,453 different from the two in 204,530.', 'time': '11:19', 'user': 'tutor'}
 {'id': 14, 'text': 'yes', 'time': '11:40', 'user': 'student'}
 {'id': 15, 'text': 'What is the value of 2 in 2,453?', 'time': '11:57', 'user': 'tutor'}
 {'id': 16, 'text': '223', 'time': '12:54', 'user': 'student'}]","[{'is_revised': True, 'text': ""Great try! Let's think about place value."", 'user': 'tutor'}]","[{'id': 17, 'text': 'That was a good try.', 'time': '13:11', 'user': 'tutor'}
 {'id': 18, 'text': 'Let me explain it to you.', 'time': '13:18', 'user': 'tutor'}
 {'id': 19, 'text': 'We have to find the place of the 2 in 2,453 and 204,530.', 'time': '13:40', 'user': 'tutor'}
 {'id': 20, 'text': 'I have shown the place value chart on the whiteboard.', 'time': '13:57', 'user': 'tutor'}]",3.4A.Subtracting Whole Numbers,"[{'is_revised': True, 'text': ""Great try! Let's think about place value."", 'user': 'tutor'}
 {'is_revised': True, 'text': 'thousand?', 'user': 'student'}
 {'is_revised': True, 'text': 'Great job!', 'user': 'tutor'}]",provide_hint,guess,train
clarify_misunderstanding,2990115_85,"[{'id': 85, 'text': 'is that right?', 'time': '23:54', 'user': 'student'}
 {'id': 86, 'text': 'im not sure', 'time': '23:58', 'user': 'student'}
 {'id': 87, 'text': 'What is the product of 6 and 2?', 'time': '24:06', 'user': 'tutor'}
 {'id': 88, 'text': '3', 'time': '24:14', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! It looks like you divided 6 by 2. When we say ""product"" we mean to multiply.', 'user': 'tutor'}]","[{'id': 89, 'text': ""Okay, that's a good try!"", 'time': '24:32', 'user': 'tutor'}
 {'id': 90, 'text': 'The product of 6 and 2 is 12.', 'time': '24:42', 'user': 'tutor'}]",6.2E.Dividing Fractions,"[{'is_revised': True, 'text': 'Great try! It looks like you divided 6 by 2. When we say ""product"" we mean to multiply.', 'user': 'tutor'}
 {'is_revised': True, 'text': '12', 'user': 'student'}
 {'is_revised': True, 'text': 'Great!', 'user': 'tutor'}]",provide_hint,right-idea,train
understand_topic,4014122_28,"[{'id': 28, 'text': 'What is the product of 4 times of 1?', 'time': '14:24', 'user': 'tutor'}
 {'id': 29, 'text': 'So, the final answer is 48.', 'time': '15:13', 'user': 'tutor'}
 {'id': 30, 'text': 'Does the step make sense?', 'time': '15:19', 'user': 'tutor'}
 {'id': 31, 'text': 'yes', 'time': '15:54', 'user': 'student'}]","[{'is_revised': True, 'text': ""Good! Let's try another problem."", 'user': 'tutor'}
 {'is_revised': True, 'text': 'How many slices of pizza did his friends eat if there are 9 slices and 3 friends?', 'user': 'tutor'}]","[{'id': 32, 'text': 'Plus 1 point for your effort, [STUDENT].', 'time': '16:14', 'user': 'tutor'}
 {'id': 33, 'text': 'Here comes your next practice question.', 'time': '16:29', 'user': 'tutor'}
 {'id': 34, 'text': 'Can you able to give it a try?', 'time': '16:51', 'user': 'tutor'}
 {'id': 35, 'text': 'How many slices of pizza ate each of his friends?', 'time': '18:05', 'user': 'tutor'}]",3.5B.Word Problems with Multiplication,"[{'is_revised': True, 'text': ""Good! Let's try another problem."", 'user': 'tutor'}
 {'is_revised': True, 'text': 'How many slices of pizza did his friends eat if there are 9 slices and 3 friends?', 'user': 'tutor'}
 {'is_revised': True, 'text': '3?', 'user': 'student'}
 {'is_revised': True, 'text': 'Correct! Good job.', 'user': 'tutor'}]",provide_similar_problem,diagnose,train
explain_mistake,2964109_39,"[{'id': 39, 'text': 'So we can use the ruler to measure the length of it.', 'time': '33:13', 'user': 'tutor'}
 {'id': 40, 'text': 'What is the unit marked at the top of the ruler?', 'time': '33:44', 'user': 'tutor'}
 {'id': 41, 'text': 'Do you know the answer?', 'time': '34:45', 'user': 'tutor'}
 {'id': 42, 'text': 'length', 'time': '35:01', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try - you are correct that we will measure length! To do so, we will need to know the unit marked at the top of the ruler.', 'user': 'tutor'}]","[{'id': 43, 'text': 'Sorry, your answer is incorrect.', 'time': '35:17', 'user': 'tutor'}
 {'id': 44, 'text': 'The unit marked at the top is in centimeters.', 'time': '35:46', 'user': 'tutor'}
 {'id': 45, 'text': 'To measure the length of the crayon we have to line up the one end of the crayon at zero.', 'time': '36:43', 'user': 'tutor'}
 {'id': 46, 'text': 'After that read the number lined up with the other edge of the crayon.', 'time': '37:18', 'user': 'tutor'}
 {'id': 47, 'text': 'The other end of the crayon is at 4, which means the other end of the crayon      is at 4 centimeters', 'time': '37:38', 'user': 'tutor'}
 {'id': 48, 'text': '4 centimeters  - 0 centimeters = 4 centimeters', 'time': '37:57', 'user': 'tutor'}]",2.9A.Measuring Length,"[{'is_revised': True, 'text': 'Great try - you are correct that we will measure length! To do so, we will need to know the unit marked at the top of the ruler.', 'user': 'tutor'}
 {'is_revised': True, 'text': '7', 'user': 'student'}
 {'is_revised': True, 'text': 'Great!', 'user': 'tutor'}]",ask_question,misinterpret,train
understand_topic,4055603_31,"[{'id': 31, 'text': 'ok', 'time': '18:24', 'user': 'student'}
 {'id': 32, 'text': 'Try to figure it out, and I can help you along the way.', 'time': '18:31', 'user': 'tutor'}
 {'id': 33, 'text': 'What is the final answer?', 'time': '20:20', 'user': 'tutor'}
 {'id': 34, 'text': '90', 'time': '20:32', 'user': 'student'}]","[{'is_revised': True, 'text': 'Good try! 90 is a multiple of 10. Can you provide another example of a number with a multiple of 10?', 'user': 'tutor'}]","[{'id': 35, 'text': ""That's incorrect."", 'time': '21:10', 'user': 'tutor'}]",3.2B.Multiples of Ten,"[{'is_revised': True, 'text': 'Good try! 90 is a multiple of 10. Can you provide another example of a number with a multiple of 10?', 'user': 'tutor'}
 {'is_revised': True, 'text': '50?', 'user': 'student'}
 {'is_revised': True, 'text': 'That is correct!', 'user': 'tutor'}]",ask_question,diagnose,train
understand_topic,4104715_98,"[{'id': 98, 'text': 'a', 'time': '53:18', 'user': 'student'}
 {'id': 99, 'text': 'i em done', 'time': '53:46', 'user': 'student'}
 {'id': 100, 'text': 'Can you use the whiteboard to justify your answer?', 'time': '53:50', 'user': 'tutor'}
 {'id': 101, 'text': 'i did', 'time': '53:57', 'user': 'student'}]","[{'is_revised': True, 'text': 'Hm, not quite. Please take a look at the place value chart here: https://mathmonks.com/wp-content/uploads/2022/02/Place-Value-Chart.jpg', 'user': 'tutor'}
 {'is_revised': True, 'text': 'We are trying to get the place value of the 3 in 375', 'user': 'tutor'}
 {'is_revised': True, 'text': 'What does the column third from the right say on the place value chart?', 'user': 'tutor'}]","[{'id': 102, 'text': 'Okay, our answer is incorrect.', 'time': '54:19', 'user': 'tutor'}]",2.2A.Place Value,"[{'is_revised': True, 'text': 'Hm, not quite. Please take a look at the place value chart here: https://mathmonks.com/wp-content/uploads/2022/02/Place-Value-Chart.jpg', 'user': 'tutor'}
 {'is_revised': True, 'text': 'We are trying to get the place value of the 3 in 375', 'user': 'tutor'}
 {'is_revised': True, 'text': 'What does the column third from the right say on the place value chart?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Hundreds', 'user': 'student'}
 {'is_revised': True, 'text': ""That's right! The 3 in 375 is in the hundreds place"", 'user': 'tutor'}]",Provided a visual aid,guess,train
correct_mistake,4134665_71,"[{'id': 71, 'text': 'We need to subtract.', 'time': '41:45', 'user': 'tutor'}
 {'id': 72, 'text': 'ok', 'time': '41:52', 'user': 'student'}
 {'id': 73, 'text': 'What is 163 - 156 = ?', 'time': '42:49', 'user': 'tutor'}
 {'id': 74, 'text': '13', 'time': '43:14', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! It looks like you subtracted 153 from 166. Please try again!', 'user': 'tutor'}]","[{'id': 75, 'text': 'Kindly recheck your answer.', 'time': '43:40', 'user': 'tutor'}]",5.3A.Multi-Digit Division with Two-Digit Divisors (Review) - 1,"[{'is_revised': True, 'text': 'Great try! It looks like you subtracted 153 from 166. Please try again!', 'user': 'tutor'}
 {'is_revised': True, 'text': 'oops. 7', 'user': 'student'}
 {'is_revised': True, 'text': 'Great job!', 'user': 'tutor'}]",provide_correction,careless,train
